"Componente_ID","Fila_Alcance_Origen","Bloque","Frente","Metadata_Tipo","Objeto","Componente_API","Componente_Label","Estado_Git","Estado_Partial","Coincide_Git_Partial","Estado_Activo","Asignacion_Actual","RecordType_Relacionado","Referencia_Empresa_Marca","Aplica_PEKING","Exclusivo_Usados","Comportamiento_Actual","Accion_Potencial","Clasificacion","Dependencia","Bloqueo","Responsable_Definicion","Evidencia_Encontrada","Evidencia_Requerida","Prueba_Positiva_Requerida","Prueba_Negativa_Requerida","Nivel_Confianza","Notas"
"S3-0-B11-CMDT-002","S3C-B11-02","11","Custom Metadata","CustomMetadata","RM_Config__mdt","RM_Config.Default_Price_List_VU","Default Price List VU","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Consumidor: Consumidor no identificado en alcance","","Descripcion__c=; Description__c=; Perfiles__c=; Value__c=Bavarian Dólar","No","Sí","Valores funcionales no sensibles recuperados; Consumidor no identificado en alcance","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Confirmación de exclusión de usados","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-CMDT-003","S3C-B11-02","11","Custom Metadata","CustomMetadata","RM_Config__mdt","RM_Config.Default_Price_List_VU_Currency_Code","Default Price List VU Currency Code","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Consumidor: Consumidor no identificado en alcance","","Descripcion__c=; Description__c=; Perfiles__c=; Value__c=USD","No","Sí","Valores funcionales no sensibles recuperados; Consumidor no identificado en alcance","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Confirmación de exclusión de usados","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-CMDT-004","S3C-B11-01","11","Custom Metadata","CustomMetadata","RM_Config__mdt","RM_Config.Flag_OPI","Flag OPI","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Consumidor: Consumidor no identificado en alcance","","Descripcion__c=; Description__c=; Perfiles__c=System Administrator,Administrador del sistema; Value__c=true","No demostrado","No","Valores funcionales no sensibles recuperados; Consumidor no identificado en alcance","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Sin relación demostrada con Empresa/PEKING","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-CMDT-005","S3C-B11-01","11","Custom Metadata","CustomMetadata","RM_Config__mdt","RM_Config.PAGE_SIZE_VN","PAGE_SIZE_VN","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Consumidor: Consumidor no identificado en alcance","","Descripcion__c=; Description__c=; Perfiles__c=; Value__c=20","No demostrado","No","Valores funcionales no sensibles recuperados; Consumidor no identificado en alcance","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Sin relación demostrada con Empresa/PEKING","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-CMDT-006","S3C-B11-03","11","Custom Metadata","CustomMetadata","RM_RecordTypeMapping__mdt","RM_RecordTypeMapping.Lead_Autos_Usados_Oportunidad","Lead Autos Usados - Oportunidad","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Consumidor: RM_Lead_Trigger_Helper","Autos_Usados → Autos_Usados","RM_IsActive__c=true; RM_SourceObject__c=Lead; RM_SourceRecordTypeName__c=Autos_Usados; RM_TargetObject__c=Opportunity; RM_TargetRecordTypeName__c=Autos_Usados","No","Sí","Valores funcionales no sensibles recuperados; RM_Lead_Trigger_Helper","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Exclusión de usados","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-CMDT-007","S3C-B11-03","11","Custom Metadata","CustomMetadata","RM_RecordTypeMapping__mdt","RM_RecordTypeMapping.Lead_BMW_to_Opp","Lead BMW to Opp","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Consumidor: RM_Lead_Trigger_Helper","BMW → Polaris","RM_IsActive__c=true; RM_SourceObject__c=Lead; RM_SourceRecordTypeName__c=BMW; RM_TargetObject__c=Opportunity; RM_TargetRecordTypeName__c=Polaris","No","No","Valores funcionales no sensibles recuperados; RM_Lead_Trigger_Helper","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Mapping legacy conservado para regresión","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-CMDT-008","S3C-B11-03","11","Custom Metadata","CustomMetadata","RM_RecordTypeMapping__mdt","RM_RecordTypeMapping.Lead_Cartera_Madura_to_Opp","Lead Cartera_Madura to Opp","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Consumidor: RM_Lead_Trigger_Helper","Cartera_Madura → Cartera_Madura","RM_IsActive__c=true; RM_SourceObject__c=Lead; RM_SourceRecordTypeName__c=Cartera_Madura; RM_TargetObject__c=Opportunity; RM_TargetRecordTypeName__c=Cartera_Madura","No","No","Valores funcionales no sensibles recuperados; RM_Lead_Trigger_Helper","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Mapping legacy conservado para regresión","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-CMDT-009","S3C-B11-03","11","Custom Metadata","CustomMetadata","RM_RecordTypeMapping__mdt","RM_RecordTypeMapping.Lead_Harley_Davidson_to_Opp","Lead Harley_Davidson to Opp","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Consumidor: RM_Lead_Trigger_Helper","Harley_Davidson → Harley_Davidson","RM_IsActive__c=true; RM_SourceObject__c=Lead; RM_SourceRecordTypeName__c=Harley_Davidson; RM_TargetObject__c=Opportunity; RM_TargetRecordTypeName__c=Harley_Davidson","No","No","Valores funcionales no sensibles recuperados; RM_Lead_Trigger_Helper","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Mapping legacy conservado para regresión","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-CMDT-010","S3C-B11-03","11","Custom Metadata","CustomMetadata","RM_RecordTypeMapping__mdt","RM_RecordTypeMapping.Lead_Indian_Oportunidad","Lead Indian - Oportunidad","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Consumidor: RM_Lead_Trigger_Helper","Indian → Indian","RM_IsActive__c=true; RM_SourceObject__c=Lead; RM_SourceRecordTypeName__c=Indian; RM_TargetObject__c=Opportunity; RM_TargetRecordTypeName__c=Indian","No","No","Valores funcionales no sensibles recuperados; RM_Lead_Trigger_Helper","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Mapping legacy conservado para regresión","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-CMDT-011","S3C-B11-03","11","Custom Metadata","CustomMetadata","RM_RecordTypeMapping__mdt","RM_RecordTypeMapping.Lead_Jaecoo_to_Opp","Lead Jaecoo to Opp","EXISTE","EXISTE","SI","ACTIVO","Consumidor: RM_Lead_Trigger_Helper","Jaecoo → Jaecoo","RM_IsActive__c=true; RM_SourceObject__c=Lead; RM_SourceRecordTypeName__c=Jaecoo; RM_TargetObject__c=Opportunity; RM_TargetRecordTypeName__c=Jaecoo","Sí","No","Valores funcionales no sensibles recuperados; RM_Lead_Trigger_Helper","Validar funcionalmente; no modificar en S3-0","SOLO_VALIDACION","Record Types Lead/Opportunity y conversión funcional","Decisión o QA pendiente","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO","Los mappings Omoda/Jaecoo coinciden semánticamente entre Git y Partial."
"S3-0-B11-CMDT-012","S3C-B11-03","11","Custom Metadata","CustomMetadata","RM_RecordTypeMapping__mdt","RM_RecordTypeMapping.Lead_Kawasaki_Oportunidad","Lead Kawasaki - Oportunidad","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Consumidor: RM_Lead_Trigger_Helper","Kawasaki → Kawasaki","RM_IsActive__c=true; RM_SourceObject__c=Lead; RM_SourceRecordTypeName__c=Kawasaki; RM_TargetObject__c=Opportunity; RM_TargetRecordTypeName__c=Kawasaki","No","No","Valores funcionales no sensibles recuperados; RM_Lead_Trigger_Helper","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Mapping legacy conservado para regresión","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-CMDT-013","S3C-B11-03","11","Custom Metadata","CustomMetadata","RM_RecordTypeMapping__mdt","RM_RecordTypeMapping.Lead_MINI_to_Opp","Lead MINI to Opp","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Consumidor: RM_Lead_Trigger_Helper","MINI → MINI","RM_IsActive__c=true; RM_SourceObject__c=Lead; RM_SourceRecordTypeName__c=MINI; RM_TargetObject__c=Opportunity; RM_TargetRecordTypeName__c=MINI","No","No","Valores funcionales no sensibles recuperados; RM_Lead_Trigger_Helper","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Mapping legacy conservado para regresión","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-CMDT-014","S3C-B11-03","11","Custom Metadata","CustomMetadata","RM_RecordTypeMapping__mdt","RM_RecordTypeMapping.Lead_Motorrad_to_Opp","Lead Motorrad to Opp","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Consumidor: RM_Lead_Trigger_Helper","Motorrad → Motorrad","RM_IsActive__c=true; RM_SourceObject__c=Lead; RM_SourceRecordTypeName__c=Motorrad; RM_TargetObject__c=Opportunity; RM_TargetRecordTypeName__c=Motorrad","No","No","Valores funcionales no sensibles recuperados; RM_Lead_Trigger_Helper","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Mapping legacy conservado para regresión","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-CMDT-015","S3C-B11-03","11","Custom Metadata","CustomMetadata","RM_RecordTypeMapping__mdt","RM_RecordTypeMapping.Lead_Motos_Usados_Oportunidad","Lead Motos Usados - Oportunidad","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Consumidor: RM_Lead_Trigger_Helper","Motos_Usados → Motos_Usados","RM_IsActive__c=true; RM_SourceObject__c=Lead; RM_SourceRecordTypeName__c=Motos_Usados; RM_TargetObject__c=Opportunity; RM_TargetRecordTypeName__c=Motos_Usados","No","Sí","Valores funcionales no sensibles recuperados; RM_Lead_Trigger_Helper","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Exclusión de usados","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-CMDT-016","S3C-B11-03","11","Custom Metadata","CustomMetadata","RM_RecordTypeMapping__mdt","RM_RecordTypeMapping.Lead_Omoda_to_Opp","Lead Omoda to Opp","EXISTE","EXISTE","SI","ACTIVO","Consumidor: RM_Lead_Trigger_Helper","Omoda → Omoda","RM_IsActive__c=true; RM_SourceObject__c=Lead; RM_SourceRecordTypeName__c=Omoda; RM_TargetObject__c=Opportunity; RM_TargetRecordTypeName__c=Omoda","Sí","No","Valores funcionales no sensibles recuperados; RM_Lead_Trigger_Helper","Validar funcionalmente; no modificar en S3-0","SOLO_VALIDACION","Record Types Lead/Opportunity y conversión funcional","Decisión o QA pendiente","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO","Los mappings Omoda/Jaecoo coinciden semánticamente entre Git y Partial."
"S3-0-B11-CMDT-017","S3C-B11-03","11","Custom Metadata","CustomMetadata","RM_RecordTypeMapping__mdt","RM_RecordTypeMapping.Lead_Polaris_to_Opp","Lead Polaris to Opp","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Consumidor: RM_Lead_Trigger_Helper","Polaris → Polaris","RM_IsActive__c=true; RM_SourceObject__c=Lead; RM_SourceRecordTypeName__c=Polaris; RM_TargetObject__c=Opportunity; RM_TargetRecordTypeName__c=Polaris","No","No","Valores funcionales no sensibles recuperados; RM_Lead_Trigger_Helper","Validar funcionalmente; no modificar en S3-0","NO_APLICA","Mapping legacy conservado para regresión","Ninguno","Negocio / QA","List Metadata, retrieve temporal y búsqueda de consumidores 2026-08-06","Prueba funcional por consumidor","Consumidor resuelve el registro esperado","Configuración ausente o desconocida produce error controlado","ALTO",""
"S3-0-B11-EMP-001","S3C-B11-04","11","Configuración Empresa/ERP","CustomObjectRecord","Empresa__c","RMBAVARIAN","RMBAVARIAN","ESQUEMA_VERSIONADO_DATOS_NO","EXISTE","NO_COMPARABLE","ACTIVO","Codigo__c y Codigo_ERP__c coinciden","No aplica","RMBAVARIAN","Regresión","No","Registro activo de Empresa; valor legal no consultado ni documentado","Solo validar consumo; no modificar datos","SOLO_VALIDACION","Consumidores Sprint 1/2 y configuración Softland","Validación funcional de integración pendiente","Diego / QA","SOQL de lectura 2026-08-06 sobre códigos y estado; sin datos legales","Trazabilidad por consumidor y prueba controlada","Resolver código ERP correcto por Empresa","Código desconocido no cae en otra Empresa","ALTO","No representa integración Softland terminada."
"S3-0-B11-EMP-002","S3C-B11-04","11","Configuración Empresa/ERP","CustomObjectRecord","Empresa__c","RMOTOBAI","RMOTOBAI","ESQUEMA_VERSIONADO_DATOS_NO","EXISTE","NO_COMPARABLE","ACTIVO","Codigo__c y Codigo_ERP__c coinciden","No aplica","RMOTOBAI","Regresión","No","Registro activo de Empresa; valor legal no consultado ni documentado","Solo validar consumo; no modificar datos","SOLO_VALIDACION","Consumidores Sprint 1/2 y configuración Softland","Validación funcional de integración pendiente","Diego / QA","SOQL de lectura 2026-08-06 sobre códigos y estado; sin datos legales","Trazabilidad por consumidor y prueba controlada","Resolver código ERP correcto por Empresa","Código desconocido no cae en otra Empresa","ALTO","No representa integración Softland terminada."
"S3-0-B11-EMP-003","S3C-B11-04","11","Configuración Empresa/ERP","CustomObjectRecord","Empresa__c","RMPEKING","RMPEKING","ESQUEMA_VERSIONADO_DATOS_NO","EXISTE","NO_COMPARABLE","ACTIVO","Codigo__c y Codigo_ERP__c coinciden","No aplica","RMPEKING","Sí","No","Registro activo de Empresa; valor legal no consultado ni documentado","Solo validar consumo; no modificar datos","SOLO_VALIDACION","Consumidores Sprint 1/2 y configuración Softland","Validación funcional de integración pendiente","Diego / QA","SOQL de lectura 2026-08-06 sobre códigos y estado; sin datos legales","Trazabilidad por consumidor y prueba controlada","Resolver código ERP correcto por Empresa","Código desconocido no cae en otra Empresa","ALTO","No representa integración Softland terminada."
"S3-0-B11-END-001","S3C-B11-05","11","Integración Softland configurable","NamedCredential/ExternalCredential/CustomLabel","","Mecanismo_configurable_endpoints_Softland","Mecanismo configurable de endpoints Softland","NO_CONCILIADO","EVIDENCIA_INSUFICIENTE","NO_COMPARABLE","N/A","Instancia y endpoints existentes con contexto RMPEKING; mecanismo autoritativo no identificado","No aplica","RMBAVARIAN, RMOTOBAI, RMPEKING","Sí","No","La decisión de arquitectura está confirmada, pero la fuente configurable exacta no quedó conciliada","Diego debe confirmar el mapa nombre→consumidor sin exponer valores","BLOQUEADO_TECNICO","Configuración administrada y consumidores Apex de Sprint 1","Mecanismo autoritativo no identificado","Diego","List Metadata sin Named/External Credential Softland nominal; referencias de código revisadas","Mapa de configuración no sensible y prueba de contexto RMPEKING","Consumidor usa contexto RMPEKING sobre infraestructura existente","Falta de configuración produce error controlado sin fallback","MEDIO","No se consultaron ni registraron secretos, tokens o endpoints."

"S3-0-B9-AP-001","S3C-B09-05","9","Approval Processes","ApprovalProcess","Opportunity","Opportunity.Aprobacion_descuento_Director_con_Jefe","Aprobacion_descuento_Director_con_Jefe","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: JefeSucursal__c (relatedUserField), DirectorVentas__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: Opportunity.Director__c/equals/True; Opportunity.DirectorVentas__c/notEqual/; Opportunity.GerenteSucursal__c/equals/; Opportunity.JefeSucursal__c/notEqual/; Opportunity.Descuento_Total__c/greaterThan/0","Sí","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos."
"S3-0-B9-AP-002","S3C-B09-05","9","Approval Processes","ApprovalProcess","Opportunity","Opportunity.Aprobacion_descuento_Director_Full_Team","Aprobacion_descuento_Director_Full_Team","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: JefeSucursal__c (relatedUserField), GerenteSucursal__c (relatedUserField), DirectorVentas__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: Opportunity.Director__c/equals/True; Opportunity.DirectorVentas__c/notEqual/; Opportunity.GerenteSucursal__c/notEqual/; Opportunity.JefeSucursal__c/notEqual/; Opportunity.Descuento_Total__c/greaterThan/0","Sí","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos."
"S3-0-B9-AP-003","S3C-B09-05","9","Approval Processes","ApprovalProcess","Opportunity","Opportunity.Aprobacion_descuento_Director_Gerente4","Aprobacion_descuento_Director_Gerente4","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: GerenteSucursal__c (relatedUserField), DirectorVentas__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: Opportunity.Director__c/equals/True; Opportunity.DirectorVentas__c/notEqual/; Opportunity.GerenteSucursal__c/notEqual/; Opportunity.JefeSucursal__c/equals/; Opportunity.Descuento_Total__c/greaterThan/0","Sí","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos."
"S3-0-B9-AP-004","S3C-B09-05","9","Approval Processes","ApprovalProcess","Opportunity","Opportunity.Aprobacion_descuento_gerente_con_Jefe","Aprobacion_descuento_gerente_con_Jefe","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: JefeSucursal__c (relatedUserField), GerenteSucursal__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: Opportunity.Gerente__c/equals/True; Opportunity.JefeSucursal__c/notEqual/; Opportunity.Descuento_Total__c/greaterThan/0; Opportunity.GerenteSucursal__c/notEqual/; Opportunity.DescuentoAprobado__c/equals/False","Sí","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos."
"S3-0-B9-AP-005","S3C-B09-05","9","Approval Processes","ApprovalProcess","Opportunity","Opportunity.Aprobacion_descuento_Gerente_sin_Gerente","Aprobacion_descuento_Gerente_sin_Gerente","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: JefeSucursal__c (relatedUserField), DirectorVentas__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: Opportunity.Gerente__c/equals/True; Opportunity.JefeSucursal__c/notEqual/; Opportunity.Descuento_Total__c/greaterThan/0; Opportunity.GerenteSucursal__c/equals/; Opportunity.DescuentoAprobado__c/equals/False","Sí","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos."
"S3-0-B9-AP-006","S3C-B09-05","9","Approval Processes","ApprovalProcess","Opportunity","Opportunity.Aprobacion_descuento_Gerente_sin_jefe","Aprobacion_descuento_Gerente_sin_jefe","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: GerenteSucursal__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: Opportunity.Gerente__c/equals/True; Opportunity.JefeSucursal__c/equals/; Opportunity.Descuento_Total__c/greaterThan/0; Opportunity.GerenteSucursal__c/notEqual/; Opportunity.DescuentoAprobado__c/equals/False","Sí","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos."
"S3-0-B9-AP-007","S3C-B09-05","9","Approval Processes","ApprovalProcess","Opportunity","Opportunity.Aprobacion_descuento_Jefe_con_jefe","Aprobacion_descuento_Jefe_con_jefe","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: JefeSucursal__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: Opportunity.Jefe__c/equals/True; Opportunity.JefeSucursal__c/notEqual/; Opportunity.Descuento_Total__c/greaterThan/0; Opportunity.DescuentoAprobado__c/equals/False","Sí","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos."
"S3-0-B9-AP-008","S3C-B09-05","9","Approval Processes","ApprovalProcess","Opportunity","Opportunity.Aprobacion_descuento_Jefe_sin_Jefe","Aprobacion_descuento_Jefe_sin_Jefe","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: GerenteSucursal__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: Opportunity.Jefe__c/equals/True; Opportunity.JefeSucursal__c/equals/; Opportunity.Descuento_Total__c/greaterThan/0; Opportunity.DescuentoAprobado__c/equals/False","Sí","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos."
"S3-0-B9-AP-009","S3C-B09-06","9","Approval Processes","ApprovalProcess","Quote","Quote.CPAprobacionCargoInternoQuote","CPAprobacionCargoInternoQuote","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: CPAprobadorCentroDeCostos__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: Quote.CPAprobadorCentroDeCostos__c/notEqual/","Por determinar","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","SOLO_VALIDACION","Política de descuento/centro de costo/garantía y responsables oficiales","QA funcional pendiente","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos."
"S3-0-B9-AP-010","S3C-B09-07","9","Approval Processes","ApprovalProcess","WorkOrder","WorkOrder.AprobacionCentroDeCostos","AprobacionCentroDeCostos","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: Aprobador_Centro_de_Costos__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: WorkOrder.Aprobador_Centro_de_Costos__c/notEqual/","Por determinar","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos."
