"Tipo_Metadata","Objeto","Componente_API","Encontrado_Partial","Encontrado_Git","Incluido_S3_0","Motivo_Inclusion","Motivo_Exclusion","Referencia_Empresa_Marca","Estado_Activo","Aplica_PEKING","Exclusivo_Usados","Evidencia","Nivel_Confianza","Notas"
"QuickAction","Opportunity","Opportunity.Enviar_link_de_pago","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Enviar_solicitud_de_descuento_usados","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","No","Sí","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Marcar_Formalizaci_n_Legal_como_No_Enviada","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Marcar_Vehiculo_Entregado","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Plan_de_Cliente_Usados_save_PDF","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","No","Sí","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Plan_de_cliente_save_PDF","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Plan_de_negocio_Usados_visualizador","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","No","Sí","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Plan_de_negocio_motos_beta","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Plan_de_negocio_visualizador","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Plan_del_cliente_save_PDF","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Proforma_de_ventas_BETA","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Proforma_de_ventas_Usados","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","No","Sí","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Proforma_de_ventas_motos","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Proforma_de_ventas_motos_usados","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","No","Sí","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Proforma_de_ventas_save_PDF","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Recibo_de_Usados","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","No","Sí","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Reenviar_Encuesta","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Registrar_anticipo","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Registrar_anticipo_Usados","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","No","Sí","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Reservar","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Reservar_vehiculo_usados","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","No","Sí","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Solicitud_de_descuento_BETA","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.VN_RQ106_Registrar_Ingreso_Anticipo","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.VN_RQ106_Solicitudes_Anticipos","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Ver_inventario","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Opportunity","Opportunity.Visualizar_costeo_beta","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Quote","Quote.BMW_Duplicar_Partidas_de_Presupuesto","SI","NO","SI","Acción nominal del bloque 7","","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Quote","Quote.BMW_ImportarPlantilla","SI","NO","SI","Acción nominal del bloque 7","","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Quote","Quote.Cancelar_Plan_de_Venta","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Quote","Quote.Crear_OT_de_reserva_BETA","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Quote","Quote.Crear_plan_de_venta","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Quote","Quote.Crear_y_editar_articulos","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Quote","Quote.Duplicar","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Quote","Quote.EnviarPresupuestoOrdenTrabajo","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","Quote","Quote.Mostrar_Disponibles","SI","NO","NO","","Acción adicional referenciada, fuera de las cinco nominales","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","WorkOrder","WorkOrder.BMW_CambiarMoneda","SI","NO","SI","Acción nominal del bloque 7","","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"QuickAction","WorkOrder","WorkOrder.BMW_ImportarPlantilla","SI","NO","SI","Acción nominal del bloque 7","","Referencia desde Layout/FlexiPage; contenido no recuperado en esta auditoría","SIN_ESTADO_PROPIO","Por determinar","No","Búsqueda de referencias XML en 62 Layouts y 25 FlexiPages, 2026-08-06","ALTO","Las cinco nominales no representan todas las acciones referenciadas; las adicionales se registran como universo, no como alcance autorizado."
"ValidationRule","Account","Account.Campo_Divocio_Obligatorio_Divorciado","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.Campo_Divocio_Obligatorio_Divorciado_leg","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.Campo_Matrimonio_Obligatorio_Casado","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.Campo_Matrimonio_Obligatorio_Casado_lega","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.First_Name_Required","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.FormatoCorreoPersonal","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.FormatoCorroElectronico","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.FormatoTelefono","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.Movil_altica_con_8_digitos_mumericos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.NoCambiarCuentaBavarian","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.NoPuedeEditarCuentaNombreoCedula","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV10_Datos_demograficos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV11_Datos_demograficos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV12_Datos_demograficos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV13_Datos_demograficos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV18_Direccion","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV19_Direccion","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV20_Direccion","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV21_Direccion","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV22_Direccion","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV23_Direccion","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV27_Nombres","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV29_Nombres","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV2_Correos_Electronicos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV30_Nombres","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV31_Nombres","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV32_Nombres","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV33_Nombres","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV34_Nombres","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV3_Correos_Electronicos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV4_Correos_Electronicos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV5_Correos_Electronicos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV6_Correos_Electronicos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV7_Correos_Electronicos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Account","Account.RV8_Correos_Electronicos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
