"Componente_ID","Fila_Alcance_Origen","Bloque","Frente","Metadata_Tipo","Objeto","Componente_API","Componente_Label","Estado_Git","Estado_Partial","Coincide_Git_Partial","Estado_Activo","Asignacion_Actual","RecordType_Relacionado","Referencia_Empresa_Marca","Aplica_PEKING","Exclusivo_Usados","Comportamiento_Actual","Accion_Potencial","Clasificacion","Dependencia","Bloqueo","Responsable_Definicion","Evidencia_Encontrada","Evidencia_Requerida","Prueba_Positiva_Requerida","Prueba_Negativa_Requerida","Nivel_Confianza","Notas"
"S3-0-B9-AP-006","S3C-B09-05","9","Approval Processes","ApprovalProcess","Opportunity","Opportunity.Aprobacion_descuento_Gerente_sin_jefe","Aprobacion_descuento_Gerente_sin_jefe","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: GerenteSucursal__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: Opportunity.Gerente__c/equals/True; Opportunity.JefeSucursal__c/equals/; Opportunity.Descuento_Total__c/greaterThan/0; Opportunity.GerenteSucursal__c/notEqual/; Opportunity.DescuentoAprobado__c/equals/False","Sí","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-AP-007","S3C-B09-05","9","Approval Processes","ApprovalProcess","Opportunity","Opportunity.Aprobacion_descuento_Jefe_con_jefe","Aprobacion_descuento_Jefe_con_jefe","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: JefeSucursal__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: Opportunity.Jefe__c/equals/True; Opportunity.JefeSucursal__c/notEqual/; Opportunity.Descuento_Total__c/greaterThan/0; Opportunity.DescuentoAprobado__c/equals/False","Sí","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-AP-008","S3C-B09-05","9","Approval Processes","ApprovalProcess","Opportunity","Opportunity.Aprobacion_descuento_Jefe_sin_Jefe","Aprobacion_descuento_Jefe_sin_Jefe","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: GerenteSucursal__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: Opportunity.Jefe__c/equals/True; Opportunity.JefeSucursal__c/equals/; Opportunity.Descuento_Total__c/greaterThan/0; Opportunity.DescuentoAprobado__c/equals/False","Sí","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-AP-009","S3C-B09-06","9","Approval Processes","ApprovalProcess","Quote","Quote.CPAprobacionCargoInternoQuote","CPAprobacionCargoInternoQuote","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: CPAprobadorCentroDeCostos__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: Quote.CPAprobadorCentroDeCostos__c/notEqual/","Por determinar","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","QA funcional pendiente","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-AP-010","S3C-B09-07","9","Approval Processes","ApprovalProcess","WorkOrder","WorkOrder.AprobacionCentroDeCostos","AprobacionCentroDeCostos","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: Aprobador_Centro_de_Costos__c (relatedUserField)","Sin criterio explícito de Record Type","Criterios: WorkOrder.Aprobador_Centro_de_Costos__c/notEqual/","Por determinar","No","Usa aprobadores por campos relacionados. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-AP-011","S3C-B09-07","9","Approval Processes","ApprovalProcess","WorkOrder","WorkOrder.PROCESO_DE_APROB_GARANTIA","PROCESO_DE_APROB_GARANTIA","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVO","Aprobadores: [usuario fijo omitido], [usuario fijo omitido], [usuario fijo omitido], [usuario fijo omitido]","Sin criterio explícito de Record Type","Criterios: WorkOrder.Etapa_de_flujo_de_trabajo__c/equals/Validación de Garantía; WorkOrder.tipoDeGasto__c/equals/Garantía","Por determinar","No","Contiene aprobadores fijos; identidades omitidas. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-AP-012","S3C-B09-07","9","Approval Processes","ApprovalProcess","WorkOrder","WorkOrder.PROCESO_DE_APROB_GARANTIA_CITA_TALLER","PROCESO_DE_APROB_GARANTIA_CITA_TALLER","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVO","Aprobadores: [usuario fijo omitido]","Sin criterio explícito de Record Type","Criterios: WorkOrder.Etapa_de_flujo_de_trabajo__c/equals/Validación de Garantía; WorkOrder.Tipo_de_servicio__c/equals/Garantía","Por determinar","No","Contiene aprobadores fijos; identidades omitidas. Acciones y pasos recuperados individualmente.","Definir aplicabilidad y responsables; no modificar aprobadores","BLOQUEADO_NEGOCIO","Política de descuento/centro de costo/garantía y responsables oficiales","Responsables y reglas PEKING no confirmados","Negocio","Retrieve temporal individual de Partial 2026-08-06","Matriz de criterios, responsables autorizados y aceptación","Enviar registro elegible y completar aprobación","Registro no elegible no debe entrar; rechazo debe ejecutar acciones correctas","ALTO","No se registraron identidades personales de aprobadores fijos. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-ROL-001","S3C-B09-08","9","Roles","Role","UserRole","Asesores_y_Mecanicos_de_Servicio_Autos","Asesores y Mecánicos de Servicio Autos","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: Jefatura_de_Postventa_Autos; usuarios activos observados: 51","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-ROL-002","S3C-B09-08","9","Roles","Role","UserRole","Asesores_y_Mecanicos_de_Servicio_Motos","Asesores y Mecánicos de Servicio Motos","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: Jefatura_de_Postventa_Motos; usuarios activos observados: 9","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-ROL-003","S3C-B09-08","9","Roles","Role","UserRole","Call_Center_Asistente_de_Motos","Call Center / Asistente de Motos","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: Direccion_de_Ventas_Motos; usuarios activos observados: 0","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-ROL-004","S3C-B09-08","9","Roles","Role","UserRole","Call_Center_Asistente_de_ventas","Call Center / Asistente de ventas","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: Direccion_de_Ventas_Autos; usuarios activos observados: 5","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-ROL-005","S3C-B09-08","9","Roles","Role","UserRole","Direccion_de_Postventa_Autos","Dirección de Postventa Autos","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: View_All; usuarios activos observados: 0","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-ROL-006","S3C-B09-08","9","Roles","Role","UserRole","Direccion_de_Postventa_Motos","Dirección de Postventa Motos","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: View_All; usuarios activos observados: 0","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-ROL-007","S3C-B09-08","9","Roles","Role","UserRole","Direccion_de_Ventas_Autos","Dirección de Ventas Autos","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: View_All; usuarios activos observados: 2","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-ROL-008","S3C-B09-08","9","Roles","Role","UserRole","Direccion_de_Ventas_Motos","Dirección de Ventas Motos","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: View_All; usuarios activos observados: 0","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-ROL-009","S3C-B09-08","9","Roles","Role","UserRole","Jefatura_de_Postventa_Autos","Jefatura de Postventa Autos","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: Direccion_de_Postventa_Autos; usuarios activos observados: 2","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-ROL-010","S3C-B09-08","9","Roles","Role","UserRole","Jefatura_de_Postventa_Motos","Jefatura de Postventa Motos","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: Direccion_de_Postventa_Motos; usuarios activos observados: 0","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-ROL-011","S3C-B09-08","9","Roles","Role","UserRole","Jefe_de_Ventas_Autos","Jefe de Ventas Autos","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: Call_Center_Asistente_de_ventas; usuarios activos observados: 4","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B9-ROL-012","S3C-B09-08","9","Roles","Role","UserRole","Jefe_de_Ventas_Motos","Jefe de Ventas Motos","NO_EXISTE","EXISTE","NO_COMPARABLE","N/A","Parent: Call_Center_Asistente_de_Motos; usuarios activos observados: 2","No aplica","Jerarquía Autos/Motos; no existe rol nominal PEKING/Omoda/Jaecoo","Por determinar","No demostrado","Rol vigente en jerarquía; conteo agregado sin identidades personales","Definir jerarquía PEKING antes de crear o alterar roles","BLOQUEADO_NEGOCIO","Modelo de seguridad, sucursales y responsables","Jerarquía PEKING no confirmada","Negocio / Luis","List Metadata, retrieve temporal y conteo agregado de usuarios activos 2026-08-06","Jerarquía aprobada y matriz de acceso","Perfil QA autorizado ve registros de su Empresa","Perfil QA no ve registros de otra Empresa","ALTO","Filtros de interfaz no equivalen a seguridad. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv"
"S3-0-B7-LAY-101","S3-0.1-2026-08-06","7","Layout","Layout","Account","Account-Account Layout","Account-Account Layout","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Campos/dependencias relevantes; asignación no demostrada","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-LAY-102","S3-0.1-2026-08-06","7","Layout","Layout","Account","Account-BMW Cuenta Empresarial - RO","Account-BMW Cuenta Empresarial - RO","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Campos/dependencias relevantes; asignación no demostrada","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-LAY-103","S3-0.1-2026-08-06","7","Layout","Layout","Account","Account-BMW Cuenta Empresarial","Account-BMW Cuenta Empresarial","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Campos/dependencias relevantes; asignación no demostrada","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-LAY-104","S3-0.1-2026-08-06","7","Layout","Layout","Account","Account-Cuenta Empresarial Sin Botones","Account-Cuenta Empresarial Sin Botones","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Campos/dependencias relevantes; asignación no demostrada","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-LAY-105","S3-0.1-2026-08-06","7","Layout","Layout","Account","Account-RM Asesor Taller","Account-RM Asesor Taller","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Campos/dependencias relevantes; asignación no demostrada","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-LAY-106","S3-0.1-2026-08-06","7","Layout","Layout","Account","Account-RM Asistente Taller - RO","Account-RM Asistente Taller - RO","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Campos/dependencias relevantes; asignación no demostrada","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-LAY-107","S3-0.1-2026-08-06","7","Layout","Layout","Account","Account-RM Asistente Taller","Account-RM Asistente Taller","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Campos/dependencias relevantes; asignación no demostrada","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-LAY-108","S3-0.1-2026-08-06","7","Layout","Layout","Account","Account-RM Lider Taller - RO","Account-RM Lider Taller - RO","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Campos/dependencias relevantes; asignación no demostrada","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-LAY-109","S3-0.1-2026-08-06","7","Layout","Layout","Account","Account-RM Lider Taller","Account-RM Lider Taller","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Campos/dependencias relevantes; asignación no demostrada","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B7-LAY-110","S3-0.1-2026-08-06","7","Layout","Layout","Account","Account-Taller","Account-Taller","NO_EXISTE","EXISTE","NO_COMPARABLE","SIN_ESTADO_PROPIO","Pendiente de evidencia nominal de asignación","Pendiente de matriz de asignaciones","Campos/dependencias relevantes; asignación no demostrada","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
