"Tipo","API_Name","Objeto","Estado_Git","Estado_Partial","Asignacion_Actual","Referencia_RecordType","Referencia_Profile","Aplica_PEKING","Clasificacion","Motivo","Dependencia","Cambio_Potencial","Regresion_Requerida","Evidencia","Notas"
"Layout","Opportunity-Motocicletas","Opportunity","NO_EXISTE","EXISTE","245 asignaciones demostradas; ProfileLayout=245","Harley-Davidson, KTM, Kawasaki, Motorrad, Motos usados, Polaris","API Only, API Only Altica, Acceso de MINI - BMW, Admin Taller, Administrador de Sistema, Administrador del sistema - Custom, Altica - Administrador, Altica - Coah de ventas …","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-118; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 245 filas, 245 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 115; no equivalen a decisión funcional PEKING."
"Layout","Opportunity-Opportunity Layout","Opportunity","NO_EXISTE","EXISTE","917 asignaciones demostradas; ProfileLayout=917; Omoda=117, Jaecoo=117","Autos usados, BMW, Cartera Madura, Harley-Davidson, Indian, Jaecoo, KTM, Kawasaki, MINI, Master, Mostrador, Motorrad, Motos usados, Omoda, Planes de Venta, Polaris, Taller","API Only, API Only Altica, Acceso de MINI - BMW, Actualización Clientes Perfil, Admin Taller, Administrador de Sistema, Administrador del sistema - Custom, Altica - Administrador …","SI","SIN_CAMBIO_REQUIERE_REGRESION","Existen asignaciones ProfileLayout explícitas para Omoda y Jaecoo (117 perfiles por Record Type); no se demuestra adaptación técnica adicional.","Asignación por aplicación/perfil/RecordType","Ninguno; validar visualización y acceso con perfiles QA autorizados.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-119; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 917 filas, 917 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"Layout","Opportunity-Taller Autos","Opportunity","NO_EXISTE","EXISTE","296 asignaciones demostradas; ProfileLayout=296","Mostrador, Taller","API Only, API Only Altica, Acceso de MINI - BMW, Admin Taller, Admin Vh V2, Admin Vh V2 A1, Administrador de Sistema, Administrador del sistema - Custom …","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-120; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 296 filas, 296 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 147; no equivalen a decisión funcional PEKING."
"Layout","Opportunity-Vehiculos Nuevos V1.1","Opportunity","NO_EXISTE","EXISTE","6 asignaciones demostradas; ProfileLayout=6; Omoda=1, Jaecoo=1","BMW, Jaecoo, MINI, Master, Omoda, Planes de Venta","Administrador del sistema - Custom","SI","SIN_CAMBIO_REQUIERE_REGRESION","Existen asignaciones ProfileLayout explícitas para Omoda y Jaecoo (1 perfiles por Record Type); no se demuestra adaptación técnica adicional.","Asignación por aplicación/perfil/RecordType","Ninguno; validar visualización y acceso con perfiles QA autorizados.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-121; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 6 filas, 6 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Nombre/ruta previa: Opportunity-Vehiculos Nuevos V1%2E1; canónico: Opportunity-Vehiculos Nuevos V1.1."
"Layout","Product2-Articulos sin Editar","Product2","NO_EXISTE","EXISTE","21 asignaciones demostradas; ProfileLayout=21","Vehiculos","Asesor de Ventas BMW y Nuevos V2, Asesor de Ventas BMW y Nuevos V2 A1, Asesor de Ventas Kawa - Polaris y Nuevos V2, Asesor de Ventas Kawa - Polaris y Nuevos V2 A1, Asesor de Ventas MINI y Nuevos V2, Asesor de Ventas MINI y Nuevos V2 A1, Asesor de Ventas Motorrad y Nuevos V2, Asesor de Ventas Motorrad y Nuevos V2 A1 …","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-122; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 21 filas, 21 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 21; no equivalen a decisión funcional PEKING."
"Layout","Product2-Artículos","Product2","NO_EXISTE","EXISTE","284 asignaciones demostradas; ProfileLayout=284","Master, Materiales, Producto Altica, Producto Red Motors, Vehiculos","API Only, API Only Altica, Acceso de MINI - BMW, Admin Taller, Admin Vh V2, Admin Vh V2 A1, Administrador de Sistema, Administrador del sistema - Custom …","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-123; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 284 filas, 284 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 153; no equivalen a decisión funcional PEKING."
"Layout","Product2-Product Layout V1.2","Product2","NO_EXISTE","EXISTE","147 asignaciones demostradas; ProfileLayout=147","Producto Red Motors","API Only, API Only Altica, Acceso de MINI - BMW, Admin Taller, Admin Vh V2, Admin Vh V2 A1, Administrador del sistema - Custom, Altica - Administrador …","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-125; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 147 filas, 147 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Nombre/ruta previa: Product2-Product Layout V1%2E2; canónico: Product2-Product Layout V1.2. Perfiles observados: 146; no equivalen a decisión funcional PEKING."
"Layout","Product2-Product Layout","Product2","NO_EXISTE","EXISTE","332 asignaciones demostradas; ProfileLayout=332","Master, Materiales, Producto Altica, Producto Red Motors, Vehiculos","API Only, API Only Altica, Acceso de MINI - BMW, Actualización Clientes Perfil, Admin Taller, Admin Vh V2, Admin Vh V2 A1, Administrador del sistema - Custom …","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-126; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 332 filas, 332 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 170; no equivalen a decisión funcional PEKING."
"Layout","Product2-Vehiculos Softland System Admin V1.0","Product2","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-127; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Nombre/ruta previa: Product2-Vehiculos Softland System Admin V1%2E0; canónico: Product2-Vehiculos Softland System Admin V1.0."
"Layout","Product2-Vehiculos V1.2","Product2","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-128; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Nombre/ruta previa: Product2-Vehiculos V1%2E2; canónico: Product2-Vehiculos V1.2."
"Layout","Product2-Vehiculos V1.3","Product2","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-129; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Nombre/ruta previa: Product2-Vehiculos V1%2E3; canónico: Product2-Vehiculos V1.3."
"Layout","Product2-Vehiculos V1.4","Product2","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-130; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Nombre/ruta previa: Product2-Vehiculos V1%2E4; canónico: Product2-Vehiculos V1.4."
"Layout","Product2-Vehiculos V1.5","Product2","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-131; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Nombre/ruta previa: Product2-Vehiculos V1%2E5; canónico: Product2-Vehiculos V1.5."
"Layout","Product2-Vehiculos","Product2","NO_EXISTE","EXISTE","4 asignaciones demostradas; ProfileLayout=4","Vehiculos","Chatter External User, Chatter Free User, Chatter Moderator User, Identity User","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-132; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 4 filas, 4 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 4; no equivalen a decisión funcional PEKING."
"Layout","Quote-Mostrador y Taller","Quote","NO_EXISTE","EXISTE","154 asignaciones demostradas; ProfileLayout=154","Master, Taller","API Only, API Only Altica, Acceso de MINI - BMW, Admin Taller, Admin Vh V2, Admin Vh V2 A1, Administrador de Sistema, Administrador del sistema - Custom …","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-133; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 154 filas, 154 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 148; no equivalen a decisión funcional PEKING."
"Layout","WorkOrder-RM Asesor Taller","WorkOrder","NO_EXISTE","EXISTE","1 asignaciones demostradas; ProfileLayout=1","Master","Asesor de Taller","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-134; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 1 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 1; no equivalen a decisión funcional PEKING."
"Layout","WorkOrder-RM Lider Taller - RO","WorkOrder","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-135; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"Layout","WorkOrder-RM Lider Taller","WorkOrder","NO_EXISTE","EXISTE","2 asignaciones demostradas; ProfileLayout=2","Master","System Administrator","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-136; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 2 filas, 2 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 1; no equivalen a decisión funcional PEKING."
"Layout","WorkOrder-Taller prototype Work Order Main","WorkOrder","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-137; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"Layout","WorkOrder-Work Order Admin","WorkOrder","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-138; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"Layout","WorkOrder-Work Order Layout Copy","WorkOrder","NO_EXISTE","EXISTE","2 asignaciones demostradas; ProfileLayout=2","Master","Field Service Dispatcher, Field Service Technician","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-139; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 2 filas, 2 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 2; no equivalen a decisión funcional PEKING."
"Layout","WorkOrder-Work Order Layout","WorkOrder","NO_EXISTE","EXISTE","26 asignaciones demostradas; ProfileLayout=26","Master","Actualización Clientes Perfil, Altica Perfil, Citas de Taller Perfil, CommunityTest Profile, CustomerCommunity Profile, CustomerCommunityWRONG Profile, Encuestas Red Motors Perfil, Guest License User …","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-140; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 26 filas, 26 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 21; no equivalen a decisión funcional PEKING."
"Layout","WorkOrder-Work Order Main Sin Botones","WorkOrder","NO_EXISTE","EXISTE","1 asignaciones demostradas; ProfileLayout=1","Master","Consulta básica móvil","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-141; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 1 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 1; no equivalen a decisión funcional PEKING."
"Layout","WorkOrder-Work Order Main V1.1","WorkOrder","NO_EXISTE","EXISTE","139 asignaciones demostradas; ProfileLayout=139","Master","API Only, API Only Altica, Acceso de MINI - BMW, Admin Taller, Admin Vh V2, Admin Vh V2 A1, Administrador de Sistema, Administrador del sistema - Custom …","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-142; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 139 filas, 139 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Nombre/ruta previa: WorkOrder-Work Order Main V1%2E1; canónico: WorkOrder-Work Order Main V1.1. Perfiles observados: 139; no equivalen a decisión funcional PEKING."
"Layout","WorkOrder-Work Order Main","WorkOrder","NO_EXISTE","EXISTE","6 asignaciones demostradas; ProfileLayout=6","Master","Chatter External User, Chatter Free User, Chatter Moderator User, Identity User, Repuestos 1, Standard Platform User","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-LAY-143; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 6 filas, 6 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa. Perfiles observados: 6; no equivalen a decisión funcional PEKING."
"FlexiPage","Opportunity_Record_Page","Opportunity","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-101; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Opportunity_Record_Page1","Opportunity","NO_EXISTE","EXISTE","4 asignaciones demostradas; APP_DEFAULT=4","Pendiente de matriz de asignaciones","Sin perfil demostrado","SI_POR_ACTIVACION_GENERICA","SIN_CAMBIO_REQUIERE_REGRESION","La activación demostrada es App Default y no contiene selección específica de Empresa/Marca/RecordType; PEKING entra por la ruta genérica.","Asignación por aplicación/perfil/RecordType","Ninguno; ejecutar regresión de activación.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-102; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 4 filas, 4 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Opportunity_Record_Page10","Opportunity","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-103; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Opportunity_Record_Page11","Opportunity","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-104; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Opportunity_Record_Page12","Opportunity","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-105; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Opportunity_Record_Page2","Opportunity","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-106; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Opportunity_Record_Page3","Opportunity","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-107; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"FlexiPage","Opportunity_Record_Page4","Opportunity","NO_EXISTE","EXISTE","Sin asignación demostrada","Pendiente de matriz de asignaciones","Sin perfil demostrado","POR_DETERMINAR","BLOQUEADO_ASIGNACION_FUNCIONAL","No existe asignación PEKING inequívoca o hay varias alternativas legacy; la evidencia técnica no permite escoger Layout, página o exposición.","Asignación por aplicación/perfil/RecordType","Definir la asignación funcional exacta antes de proponer cambio.","PEKING cuando aplique; Bavarian/Otobai; usados aislados","S3-0-B7-FLE-108; MATRIZ_ASIGNACIONES_UI_S3_0_V2_20260806.csv: 1 filas, 0 asignadas","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
